external_product_id,source_listing_ref,domain,market,title,canonical_url,pdp_url,identity_exists,source_tier,live_read_enabled,identity_status,review_required,identity_confidence,sellable_item_group_id,product_line_id,seed_updated_at,identity_updated_at,seed_has_active_evidence,identity_payload_has_active_evidence,seed_expects_active_ingredients,identity_expects_active_ingredients,seed_updated_after_identity,identity_payload_stale,canonical_selection_gap,pdp_shaping_gap,audit_scope_mismatch,sig_mixed_active_expectation,canonical_content_ref,selected_commerce_ref,sync_candidate,changed,gained_active_evidence,gained_ingredients,gained_how_to,gained_details,gained_content_images,contract_changed,field_quality_changed,blocker_reason
ext_0d5bf002df9e9a55b20a418f,external_seed:ext_0d5bf002df9e9a55b20a418f,olehenriksen.com,US,Partners in Peptides Hydrating Duo,https://olehenriksen.com/products/partners-in-peptides-hydrating-duo,https://agent.pivota.cc/products/sig_af6544a052cd982ae61d8087,true,brand,true,approved,false,0.98,sig_af6544a052cd982ae61d8087,pl_f24dd5855df0f9a09f609f6a,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,true,true,true,true,true,true,false,external_seed:ext_0d5bf002df9e9a55b20a418f,external_seed:ext_0d5bf002df9e9a55b20a418f,true,true,true,false,true,false,false,true,true,
ext_31f5bbbe614c7d20bb5c7172,external_seed:ext_31f5bbbe614c7d20bb5c7172,olehenriksen.com,US,Glow Even Brighter Banana Bright Makeup Prep Set,https://olehenriksen.com/products/glow-even-brighter-banana-bright-makeup-prep-set-global,https://agent.pivota.cc/products/sig_6a06c4994e6b3515b0c398b1,true,brand,true,approved,false,0.92,sig_6a06c4994e6b3515b0c398b1,pl_a11c266282aafda33bfc4cd1,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,false,true,true,true,true,true,false,external_seed:ext_31f5bbbe614c7d20bb5c7172,external_seed:ext_31f5bbbe614c7d20bb5c7172,true,true,true,false,true,false,true,true,true,
ext_a3cd0190cc691515a1f2e87c,external_seed:ext_a3cd0190cc691515a1f2e87c,olehenriksen.com,US,Glow2OH Exfoliating Dark Spot Toner with Glycolic & Lactic Acid,https://olehenriksen.com/products/glow-2oh-dark-spot-toner,https://agent.pivota.cc/products/sig_ce40a92e068cfacd482cfb28,true,brand,true,approved,false,0.98,sig_ce40a92e068cfacd482cfb28,pl_d165bff64f4faee82eaf2513,2026-05-14T14:52:37.319Z,2026-05-16T17:39:38.799Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_a3cd0190cc691515a1f2e87c,external_seed:ext_a3cd0190cc691515a1f2e87c,false,true,false,false,false,false,false,false,false,
ext_f7c6ceb555d34426941a97e5,external_seed:ext_f7c6ceb555d34426941a97e5,olehenriksen.com,US,Strength Trainer Peptide Boost Moisturizer Duo,https://olehenriksen.com/products/strength-trainer-peptide-boost-moisturizer-duo,https://agent.pivota.cc/products/sig_8de9a0ed4075cac4075c6008,true,brand,true,approved,false,0.98,sig_8de9a0ed4075cac4075c6008,pl_66217cfdd2ed9da1de4d5ef8,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,true,true,true,true,true,true,false,external_seed:ext_f7c6ceb555d34426941a97e5,external_seed:ext_f7c6ceb555d34426941a97e5,true,true,true,false,true,false,false,true,true,
ext_5e6dc9677d020497590eff4a,external_seed:ext_5e6dc9677d020497590eff4a,olehenriksen.com,US,Moisture Barrier Duo Strength Trainer Moisturizer & Hydrabarrier Face Oil,https://olehenriksen.com/products/moisture-barrier-duo-strength-trainer-moisturizer-hydrabarrier-face-oil,https://agent.pivota.cc/products/sig_7ddfe1fe7a08dde4207d8897,true,brand,true,approved,false,0.98,sig_7ddfe1fe7a08dde4207d8897,pl_eb3c328c837398d784eeb6af,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,true,true,true,true,true,true,false,external_seed:ext_5e6dc9677d020497590eff4a,external_seed:ext_5e6dc9677d020497590eff4a,true,true,true,false,true,false,true,true,true,
ext_9f28937c48a11dc9ba42ae20,external_seed:ext_9f28937c48a11dc9ba42ae20,olehenriksen.com,US,Morning Glow Bundle Daily Skincare Routine,https://olehenriksen.com/products/morning-glow-bundle-daily-skincare-routine,https://agent.pivota.cc/products/sig_8bd45ea856d378bf2d18dd97,true,brand,true,approved,false,0.92,sig_8bd45ea856d378bf2d18dd97,pl_2f4069b194d380adbfbbfd19,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,true,true,true,true,true,true,false,external_seed:ext_9f28937c48a11dc9ba42ae20,external_seed:ext_9f28937c48a11dc9ba42ae20,true,true,true,false,true,false,true,true,true,
ext_151e0b759efb00378fa68116,external_seed:ext_151e0b759efb00378fa68116,olehenriksen.com,US,Plumping Peptide Pair Mini Skincare Duo,https://olehenriksen.com/products/plumping-peptide-pair,https://agent.pivota.cc/products/sig_b845b4d578c28d6c500cbb0e,true,brand,true,approved,false,0.98,sig_b845b4d578c28d6c500cbb0e,pl_fc12f1fe58394b84991149d0,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,true,true,true,true,true,true,false,external_seed:ext_151e0b759efb00378fa68116,external_seed:ext_151e0b759efb00378fa68116,true,true,true,false,true,false,false,true,true,
ext_12a9d5449837fc03d2ebc5cb,external_seed:ext_12a9d5449837fc03d2ebc5cb,olehenriksen.com,US,Morning Glow Bundle Daily Skincare Routine-EU,https://olehenriksen.com/products/morning-glow-bundle-daily-skincare-routine-eu,https://agent.pivota.cc/products/sig_efd2d2bfa2a7fd90bf1c7e99,true,brand,true,approved,false,0.92,sig_efd2d2bfa2a7fd90bf1c7e99,pl_80b585cacf1e45ec7fb792b9,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,false,false,true,true,true,true,false,false,true,false,external_seed:ext_12a9d5449837fc03d2ebc5cb,external_seed:ext_12a9d5449837fc03d2ebc5cb,true,true,false,false,true,false,false,true,true,
ext_4729e70c78478cb6a57aa177,external_seed:ext_4729e70c78478cb6a57aa177,olehenriksen.com,US,Après Skin Rich Rescue Barrier Moisturizer with Ceramides,https://olehenriksen.com/products/apres-skin-multi-use-rich-rescue-cream,https://agent.pivota.cc/products/sig_04d85d3527be3ca040cb2590,true,brand,true,approved,false,0.98,sig_04d85d3527be3ca040cb2590,pl_25167432a9c8340ee798a871,2026-05-14T14:52:37.319Z,2026-05-16T17:39:39.514Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_4729e70c78478cb6a57aa177,external_seed:ext_4729e70c78478cb6a57aa177,false,true,false,false,false,false,false,false,false,
ext_c4e42a45eeec3a28c4c1ebb8,external_seed:ext_c4e42a45eeec3a28c4c1ebb8,olehenriksen.com,US,Deep Clean + Scrub Duo,https://olehenriksen.com/products/deep-clean-scrub-duo,https://agent.pivota.cc/products/sig_b3476d366fff4e20762bcb22,true,brand,true,approved,false,0.98,sig_b3476d366fff4e20762bcb22,pl_19bb3b8a8d5309f152688013,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,true,true,true,true,true,true,false,external_seed:ext_c4e42a45eeec3a28c4c1ebb8,external_seed:ext_c4e42a45eeec3a28c4c1ebb8,true,true,true,false,true,false,false,true,true,
ext_e7c55a62fa5f3084a7d4f100,external_seed:ext_e7c55a62fa5f3084a7d4f100,olehenriksen.com,US,Balance+ Bundle,https://olehenriksen.com/products/balance-bundle,https://agent.pivota.cc/products/sig_768aa59b1fc4fe010ed4cc94,true,brand,true,approved,false,0.92,sig_768aa59b1fc4fe010ed4cc94,pl_b5883319fbca24ecd8c76cb3,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,false,false,false,false,true,true,false,false,false,false,external_seed:ext_e7c55a62fa5f3084a7d4f100,external_seed:ext_e7c55a62fa5f3084a7d4f100,true,true,false,false,true,false,true,true,true,
ext_7036139f48c84539ff819d8d,external_seed:ext_7036139f48c84539ff819d8d,olehenriksen.com,US,Peach Glaze Glow Niacinamide Serum with Vitamin C,https://olehenriksen.com/products/peach-glaze-glow-niacinamide-serum,https://agent.pivota.cc/products/sig_ddf950df9a912beaf5387e99,true,brand,true,approved,false,0.86,sig_ddf950df9a912beaf5387e99,pl_9dd1b7b0186f8a1a92f74ced,2026-05-14T14:52:37.319Z,2026-05-16T17:39:39.862Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_7036139f48c84539ff819d8d,external_seed:ext_7036139f48c84539ff819d8d,false,true,false,false,false,false,false,false,false,
ext_4f75797a53c1df2ee5cf47d7,external_seed:ext_4f75797a53c1df2ee5cf47d7,olehenriksen.com,US,Banana Bright Vitamin C Trio,https://olehenriksen.com/products/banana-bright-vitamin-c-trio,https://agent.pivota.cc/products/sig_6b1d544bb5b8021e12ab8ef5,true,brand,true,approved,false,0.98,sig_6b1d544bb5b8021e12ab8ef5,pl_ef56623c5a427d07d337b694,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,true,true,true,true,true,true,false,external_seed:ext_4f75797a53c1df2ee5cf47d7,external_seed:ext_4f75797a53c1df2ee5cf47d7,true,true,true,false,true,false,false,true,true,
ext_8cd1f52b2ac0a4fa9a239494,external_seed:ext_8cd1f52b2ac0a4fa9a239494,olehenriksen.com,US,Best In Class Skincare Bestseller Set,https://olehenriksen.com/products/best-in-class-skincare-bestseller-set,https://agent.pivota.cc/products/sig_49ab71917ca18c3f54a0298e,true,brand,true,approved,false,0.92,sig_49ab71917ca18c3f54a0298e,pl_91ba3a586ff11e05c683fb5d,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,false,true,true,true,true,true,false,external_seed:ext_8cd1f52b2ac0a4fa9a239494,external_seed:ext_8cd1f52b2ac0a4fa9a239494,true,true,true,true,true,true,false,true,true,
ext_591dec1f099cc36e11b9dbe7,external_seed:ext_591dec1f099cc36e11b9dbe7,olehenriksen.com,US,MUFE Artist Color Pencil Extreme Smudge-Proof Lip Liner,https://olehenriksen.com/products/mufe-artist-color-pencil-extreme-smudge-proof-lip-liner,https://agent.pivota.cc/products/sig_9c5e263baf594842602e07c0,true,brand,true,approved,false,0.86,sig_9c5e263baf594842602e07c0,pl_49812ec0317760bffc0ac295,2026-05-14T14:52:37.319Z,2026-05-07T16:46:29.271Z,false,false,true,true,true,true,false,false,false,false,external_seed:ext_591dec1f099cc36e11b9dbe7,external_seed:ext_591dec1f099cc36e11b9dbe7,true,true,false,false,true,false,false,false,true,
ext_52418e4d45b2feff5a179e7c,external_seed:ext_52418e4d45b2feff5a179e7c,olehenriksen.com,US,Best + Brightest Mini Skincare Starter Set,https://olehenriksen.com/products/best-brightest-mini-skincare-starter-set,https://agent.pivota.cc/products/sig_c8f8c2a170a1ae93e3671508,true,brand,true,approved,false,0.98,sig_c8f8c2a170a1ae93e3671508,pl_32cc28b0675a03237083441f,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,true,true,true,true,true,true,false,external_seed:ext_52418e4d45b2feff5a179e7c,external_seed:ext_52418e4d45b2feff5a179e7c,true,true,true,false,true,false,false,true,true,
ext_9efbe1905612219910596142,external_seed:ext_9efbe1905612219910596142,olehenriksen.com,US,Strength Trainer Peptide Boost Moisturizer,https://olehenriksen.com/products/strength-trainer-peptide-boost-moisturizer,https://agent.pivota.cc/products/sig_76826014cd6144a5a8110e95,true,brand,true,approved,false,0.86,sig_76826014cd6144a5a8110e95,pl_52b399acbd36e7100c013122,2026-05-14T14:52:37.319Z,2026-05-16T17:39:40.124Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_9efbe1905612219910596142,external_seed:ext_9efbe1905612219910596142,false,true,false,false,false,false,false,false,false,
ext_b852fb71297a0c4bd723c049,external_seed:ext_b852fb71297a0c4bd723c049,olehenriksen.com,US,Best of Ole Skincare Essential Set,https://olehenriksen.com/products/best-of-ole-skincare-essential-set-global,https://agent.pivota.cc/products/sig_998b75b430695e1547174608,true,brand,true,approved,false,0.92,sig_998b75b430695e1547174608,pl_9f7d3b4ee056224bbb415af8,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,true,true,true,true,true,true,false,external_seed:ext_b852fb71297a0c4bd723c049,external_seed:ext_b852fb71297a0c4bd723c049,true,true,true,false,true,false,false,true,true,
ext_cdf12a2412e34e43b3ab9232,external_seed:ext_cdf12a2412e34e43b3ab9232,olehenriksen.com,US,Dewtopia 5% Acid Firming Night Crème,https://olehenriksen.com/products/dewtopia-5-acid-firming-night-cream,https://agent.pivota.cc/products/sig_11309e1c9f18c101be103b78,true,brand,true,approved,false,0.98,sig_11309e1c9f18c101be103b78,pl_6674b9bb44033983d148a940,2026-05-14T14:52:37.319Z,2026-05-16T17:49:37.220Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_cdf12a2412e34e43b3ab9232,external_seed:ext_cdf12a2412e34e43b3ab9232,false,true,false,false,false,false,false,false,false,
ext_ad5458530604d2c7bfe2fbf2,external_seed:ext_ad5458530604d2c7bfe2fbf2,olehenriksen.com,US,Dewtopia 25% Acid Flash Facial Mask,https://olehenriksen.com/products/dewtopia-25-acid-flash-facial-mask,https://agent.pivota.cc/products/sig_a75fc11819aeb8912f7e2f64,true,brand,true,approved,false,0.98,sig_a75fc11819aeb8912f7e2f64,pl_2da00f7be676a4ba02ad5ed7,2026-05-14T14:52:37.319Z,2026-05-16T17:39:40.378Z,false,false,true,true,false,false,false,false,false,false,external_seed:ext_ad5458530604d2c7bfe2fbf2,external_seed:ext_ad5458530604d2c7bfe2fbf2,false,true,false,false,false,false,false,false,false,
ext_fc8169ca5d14312c187498d7,external_seed:ext_fc8169ca5d14312c187498d7,olehenriksen.com,US,Big + Plump Peach Collection Bundle,https://olehenriksen.com/products/big-juicy-peach-collection-bundle,https://agent.pivota.cc/products/sig_432896bad0c8b5ad285b5b21,true,brand,true,approved,false,0.92,sig_432896bad0c8b5ad285b5b21,pl_7d5b7fbb330d4ec5838d7eb9,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,false,false,false,false,true,true,true,false,false,true,external_seed:ext_fc8169ca5d14312c187498d7,external_seed:ext_fc8169ca5d14312c187498d7,true,true,false,false,true,false,true,true,true,
ext_99c2d94131f26d563e2093bc,external_seed:ext_99c2d94131f26d563e2093bc,olehenriksen.com,US,Dewtopia 20% Acid Night Treatment,https://olehenriksen.com/products/dewtopia-20-acid-night-treatment,https://agent.pivota.cc/products/sig_654db3eb15313f864eeee78a,true,brand,true,approved,false,0.98,sig_654db3eb15313f864eeee78a,pl_db9ebbfce49ef03a7bc71c3d,2026-05-14T14:52:37.319Z,2026-05-16T23:54:55.182Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_99c2d94131f26d563e2093bc,external_seed:ext_99c2d94131f26d563e2093bc,false,true,false,false,false,false,false,false,false,
ext_68539ff7ebafec665991f495,external_seed:ext_68539ff7ebafec665991f495,olehenriksen.com,US,Hydrabarrier Nourishing Face Oil,https://olehenriksen.com/products/hydrabarrier-nourishing-face-oil,https://agent.pivota.cc/products/sig_1041bd840cee6110a29d249e,true,brand,true,approved,false,0.98,sig_1041bd840cee6110a29d249e,pl_afec42b86bb644a905aa7525,2026-05-14T14:52:37.319Z,2026-05-16T17:39:40.887Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_68539ff7ebafec665991f495,external_seed:ext_68539ff7ebafec665991f495,false,true,false,false,false,false,false,false,false,
ext_4ea95b9803d90ab1e5cb8393,external_seed:ext_4ea95b9803d90ab1e5cb8393,olehenriksen.com,US,Double Rewind 0.3% Pro-Grade Retinol Serum,https://olehenriksen.com/products/double-rewind-pro-grade-retinol-serum,https://agent.pivota.cc/products/sig_c27482fb0e195e3e62a57393,true,brand,true,approved,false,0.98,sig_c27482fb0e195e3e62a57393,pl_2b3c38cd26dab9a72a66cacc,2026-05-14T14:52:37.319Z,2026-05-16T23:54:55.621Z,true,true,true,true,false,false,false,false,false,false,external_seed:ext_4ea95b9803d90ab1e5cb8393,external_seed:ext_4ea95b9803d90ab1e5cb8393,false,true,false,false,false,false,false,false,false,
ext_0cfa56c35dd9a64ef9b6fe0a,external_seed:ext_0cfa56c35dd9a64ef9b6fe0a,olehenriksen.com,US,After-Party Peptides Skin Strengthening Set,https://olehenriksen.com/products/after-party-peptides,https://agent.pivota.cc/products/sig_cb536bad58a0fbbae94b568e,true,brand,true,approved,false,0.92,sig_cb536bad58a0fbbae94b568e,pl_0ae5750c0b05b1d430c4c293,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,false,true,true,true,true,true,false,external_seed:ext_0cfa56c35dd9a64ef9b6fe0a,external_seed:ext_0cfa56c35dd9a64ef9b6fe0a,true,true,true,true,true,false,false,true,true,
ext_5f1eaf3898146877fe9171b3,external_seed:ext_5f1eaf3898146877fe9171b3,olehenriksen.com,US,Truth Serum,https://olehenriksen.com/products/truth-serum,https://agent.pivota.cc/products/sig_f35c696b3867f4b7fa139f3a,true,brand,true,approved,false,0.98,sig_f35c696b3867f4b7fa139f3a,pl_e4ccd93d3d7f3de1c2a61c45,2026-05-14T14:52:37.319Z,2026-05-16T17:39:41.149Z,true,false,true,true,false,true,true,true,false,false,external_seed:ext_5f1eaf3898146877fe9171b3,external_seed:ext_5f1eaf3898146877fe9171b3,true,true,true,false,false,false,false,false,false,
ext_229f0543d01c417c79b0ddc5,external_seed:ext_229f0543d01c417c79b0ddc5,olehenriksen.com,US,Glow Strong Mini Moisturizer + Eye Cream Duo,https://olehenriksen.com/products/glow-strong,https://agent.pivota.cc/products/sig_36e38f4abb2f7eb1c3e41056,true,brand,true,approved,false,0.86,sig_36e38f4abb2f7eb1c3e41056,pl_1407ea7b99145ea5153e7552,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,true,true,true,true,true,false,false,true,false,external_seed:ext_229f0543d01c417c79b0ddc5,external_seed:ext_229f0543d01c417c79b0ddc5,true,true,false,false,true,false,false,true,true,
ext_962f8e170a6637cd7909958d,external_seed:ext_962f8e170a6637cd7909958d,olehenriksen.com,US,Big + Plump Peach Collection Bundle,https://olehenriksen.com/products/big-juicy-peach-collection-bundle,https://agent.pivota.cc/products/sig_432896bad0c8b5ad285b5b21,true,brand,true,approved,false,0.92,sig_432896bad0c8b5ad285b5b21,pl_7d5b7fbb330d4ec5838d7eb9,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,false,false,false,false,true,true,true,false,false,true,external_seed:ext_fc8169ca5d14312c187498d7,external_seed:ext_962f8e170a6637cd7909958d,true,true,false,false,true,false,true,true,true,
ext_04a252d80129bd81d5df3bb3,external_seed:ext_04a252d80129bd81d5df3bb3,olehenriksen.com,US,GFH (Glow from Home) Vitamin C Duo,https://olehenriksen.com/products/gfh-glow-from-home-vitamin-c-duo,https://agent.pivota.cc/products/sig_ba9113bc48106fe04c58f05b,true,brand,true,approved,false,0.98,sig_ba9113bc48106fe04c58f05b,pl_01bb79ccf5673ea8ccfadbce,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,true,true,true,true,true,true,false,external_seed:ext_04a252d80129bd81d5df3bb3,external_seed:ext_04a252d80129bd81d5df3bb3,true,true,true,false,true,false,false,true,true,
ext_6e74607b60d4a55b8d47623b,external_seed:ext_6e74607b60d4a55b8d47623b,olehenriksen.com,US,Party of 4 Glimmers Edition,https://olehenriksen.com/products/party-of-4-glimmers-edition,https://agent.pivota.cc/products/sig_38e3751c4da838f80ef56345,true,brand,true,approved,false,0.92,sig_38e3751c4da838f80ef56345,pl_e2a2862fb2c4ec75cccb91a7,2026-05-14T14:52:37.319Z,2026-04-12T14:31:28.102Z,true,false,true,false,true,true,true,true,false,false,external_seed:ext_6e74607b60d4a55b8d47623b,external_seed:ext_6e74607b60d4a55b8d47623b,true,true,true,false,true,false,false,true,true,
ext_2d5176c8edd52a0c49a1ab55,external_seed:ext_2d5176c8edd52a0c49a1ab55,olehenriksen.com,US,Truth Juice Daily Cleanser,https://olehenriksen.com/products/truth-juice-daily-cleanser,https://agent.pivota.cc/products/sig_f5cc58de1c738a2a17dab564,true,brand,true,approved,false,0.98,sig_f5cc58de1c738a2a17dab564,pl_5fbdca35edb424617f9dcf52,2026-05-14T14:52:37.319Z,2026-05-16T17:49:37.491Z,false,false,true,true,false,false,false,false,false,false,external_seed:ext_2d5176c8edd52a0c49a1ab55,external_seed:ext_2d5176c8edd52a0c49a1ab55,false,true,false,false,false,false,false,false,false,
