sellable_item_group_id,product_line_id,row_count,live_read_count,stale_payload_count,seed_active_count,seed_active_expectation_count,identity_active_count,sig_mixed_active_expectation,canonical_selection_gap,canonical_content_ref,fresh_best_content_ref,sync_candidate_count,sample_titles
sig_76826014cd6144a5a8110e95,pl_52b399acbd36e7100c013122,1,1,0,1,1,1,false,false,external_seed:ext_9efbe1905612219910596142,external_seed:ext_9efbe1905612219910596142,0,Strength Trainer Peptide Boost Moisturizer
sig_11309e1c9f18c101be103b78,pl_6674b9bb44033983d148a940,1,1,0,1,1,1,false,false,external_seed:ext_cdf12a2412e34e43b3ab9232,external_seed:ext_cdf12a2412e34e43b3ab9232,0,Dewtopia 5% Acid Firming Night Crème
sig_a75fc11819aeb8912f7e2f64,pl_2da00f7be676a4ba02ad5ed7,1,1,0,0,1,0,false,false,external_seed:ext_ad5458530604d2c7bfe2fbf2,external_seed:ext_ad5458530604d2c7bfe2fbf2,0,Dewtopia 25% Acid Flash Facial Mask
sig_654db3eb15313f864eeee78a,pl_db9ebbfce49ef03a7bc71c3d,1,1,0,0,1,0,false,false,external_seed:ext_99c2d94131f26d563e2093bc,external_seed:ext_99c2d94131f26d563e2093bc,0,Dewtopia 20% Acid Night Treatment
sig_1041bd840cee6110a29d249e,pl_afec42b86bb644a905aa7525,1,1,0,1,1,1,false,false,external_seed:ext_68539ff7ebafec665991f495,external_seed:ext_68539ff7ebafec665991f495,0,Hydrabarrier Nourishing Face Oil
sig_f35c696b3867f4b7fa139f3a,pl_e4ccd93d3d7f3de1c2a61c45,1,1,0,0,1,0,false,false,external_seed:ext_5f1eaf3898146877fe9171b3,external_seed:ext_5f1eaf3898146877fe9171b3,0,Truth Serum
sig_f5cc58de1c738a2a17dab564,pl_5fbdca35edb424617f9dcf52,1,1,0,0,1,0,false,false,external_seed:ext_2d5176c8edd52a0c49a1ab55,external_seed:ext_2d5176c8edd52a0c49a1ab55,0,Truth Juice Daily Cleanser
sig_20487d5b07261ec3bfb2cc66,pl_c26053cd3d06ef33c8363916,1,1,0,0,0,0,false,false,external_seed:ext_3221a074fcd0a5b3d9a32f2d,external_seed:ext_3221a074fcd0a5b3d9a32f2d,0,Peach Glaze Glow Mist
sig_d2080945d690048e2750e642,pl_76e20783c6ef46d3950ee9bd,1,1,0,0,1,0,false,false,external_seed:ext_0910c5ee09219dc2a59ccb1d,external_seed:ext_0910c5ee09219dc2a59ccb1d,0,Lemonade Smoothing Scrub
sig_d0025f46b17807a8b55f5224,pl_df36aece0272dee66cf928b3,1,1,0,1,1,1,false,false,external_seed:ext_62a2014411830d70f71baac3,external_seed:ext_62a2014411830d70f71baac3,0,Banana Bright 15% Vitamin C Dark Spot Serum
sig_934be7b33d4ab774c669b294,pl_a96df4560903806638820e43,1,1,0,1,1,1,false,false,external_seed:ext_123d26f91740b0e100715451,external_seed:ext_123d26f91740b0e100715451,0,Pout Preserve Peptide Lip Treatment Glimmers
sig_e1d3cf060d0c37ec75787eef,pl_89878ee25b70ce74f8695310,1,1,0,1,1,1,false,false,external_seed:ext_301201d04c48df948c0eacdc,external_seed:ext_301201d04c48df948c0eacdc,0,Barrier Booster Orange Ferment Vitamin C Essence
