product_id,merchant_id,product_title,brand_name,product_url,shade_option_count,real_swatch_or_hex_count,text_fallback_missing_swatch_count,blocked_product_image_source_count,real_swatch_coverage_rate,review_priority,recommended_action
sig_1c5638ec01926fafb4adb373121b9af9,external_seed,Eaze Drop Blur + Smooth Tint Stick — 9,fenty beauty,https://agent.pivota.cc/products/sig_1c5638ec01926fafb4adb373121b9af9,26,0,0,26,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_1471c9cb3348e80fcaef5fc92d13d607,external_seed,Eaze Drop Blur + Smooth Tint Stick — 6,fenty beauty,https://agent.pivota.cc/products/sig_1471c9cb3348e80fcaef5fc92d13d607,26,0,0,26,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_5c4d988334e1bfd60a6bad5427d65fef,external_seed,Eaze Drop Blur + Smooth Tint Stick — 5,fenty beauty,https://agent.pivota.cc/products/sig_5c4d988334e1bfd60a6bad5427d65fef,26,0,0,26,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_77888a402f8a96974ea718bf900945dd,external_seed,Gloss Bomb Stix High-Shine Gloss Stick — Fenty Glow,Fenty Beauty,https://agent.pivota.cc/products/sig_77888a402f8a96974ea718bf900945dd,20,0,0,20,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_3ce0094d01bb45ee9fb662f2c1c48ec5,external_seed,Gloss Bomb Stix High-Shine Gloss Stick — Hot Chocolit,Fenty Beauty,https://agent.pivota.cc/products/sig_3ce0094d01bb45ee9fb662f2c1c48ec5,20,0,0,20,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_be5b02fa710ee305525842d186314951,external_seed,Gloss Bomb Stix High-Shine Gloss Stick — RiRi,Fenty Beauty,https://agent.pivota.cc/products/sig_be5b02fa710ee305525842d186314951,20,0,0,20,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_3f9d540f85e2569769ec954832021e9e,external_seed,Gloss Bomb Stix High-Shine Gloss Stick — Shimmering C U In Maui,Fenty Beauty,https://agent.pivota.cc/products/sig_3f9d540f85e2569769ec954832021e9e,20,0,0,20,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_7b7d743713ed75e511be3b20320b0c24,external_seed,Gloss Bomb Stix High-Shine Gloss Stick — Black'r Berry,Fenty Beauty,https://agent.pivota.cc/products/sig_7b7d743713ed75e511be3b20320b0c24,20,0,0,20,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_7259d7590d30998998b8db36c3c214d6,external_seed,Gloss Bomb Stix High-Shine Gloss Stick — Shimmering Icy Amethy$t,Fenty Beauty,https://agent.pivota.cc/products/sig_7259d7590d30998998b8db36c3c214d6,20,0,0,20,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_dabd72873e5206e7c1a88048b5a200f8,external_seed,Gloss Bomb Stix High-Shine Gloss Stick — The MVP,Fenty Beauty,https://agent.pivota.cc/products/sig_dabd72873e5206e7c1a88048b5a200f8,20,0,0,20,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_1b43fa8d012f11faf5c2aeb125b8be90,external_seed,Gloss Bomb Stix High-Shine Gloss Stick — Sp'ice Cold,Fenty Beauty,https://agent.pivota.cc/products/sig_1b43fa8d012f11faf5c2aeb125b8be90,20,0,0,20,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_758a20588456d560e2fed81a8e27f718,external_seed,Gloss Bomb Stix High-Shine Gloss Stick — Sorta Selfi$h,Fenty Beauty,https://agent.pivota.cc/products/sig_758a20588456d560e2fed81a8e27f718,20,0,0,20,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_1b5d7308187fd0c6b352aafefdb17783,external_seed,Shadowstix Longwear Eyeshadow Stick — Amber,Fenty Beauty,https://agent.pivota.cc/products/sig_1b5d7308187fd0c6b352aafefdb17783,20,0,0,20,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_5b41995444581a1af742c4ea7d165c47,external_seed,Trace'd Out Longwear Waterproof Pencil Lip Liner — Brown'd Out,Fenty Beauty,https://agent.pivota.cc/products/sig_5b41995444581a1af742c4ea7d165c47,17,0,0,17,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_e44efc22f161ec41cd43a6720bd45f2f,external_seed,Trace'd Out Longwear Waterproof Pencil Lip Liner — Coal Blooded,Fenty Beauty,https://agent.pivota.cc/products/sig_e44efc22f161ec41cd43a6720bd45f2f,17,0,0,17,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_66812e836af427f7f2aec7bac58fb9f7,external_seed,Trace'd Out Longwear Waterproof Pencil Lip Liner — RiRi,Fenty Beauty,https://agent.pivota.cc/products/sig_66812e836af427f7f2aec7bac58fb9f7,17,0,0,17,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_da9b2a92c77f02b724eb7c18527ac0ae,external_seed,Trace'd Out Longwear Waterproof Pencil Lip Liner — Pnut Butta,Fenty Beauty,https://agent.pivota.cc/products/sig_da9b2a92c77f02b724eb7c18527ac0ae,17,0,0,17,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_5471ce7e2191748e7a8ba4a96cfbc750,external_seed,Trace'd Out Longwear Waterproof Pencil Lip Liner — I Woodn't,Fenty Beauty,https://agent.pivota.cc/products/sig_5471ce7e2191748e7a8ba4a96cfbc750,17,0,0,17,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_146d8fbb5c3c049f4018fa3437926fdd,external_seed,Trace'd Out Longwear Waterproof Pencil Lip Liner — Rose Amber,Fenty Beauty,https://agent.pivota.cc/products/sig_146d8fbb5c3c049f4018fa3437926fdd,17,0,0,17,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_3d365470d8f77a96d97d10cd48c71216,external_seed,Trace'd Out Longwear Waterproof Pencil Lip Liner — Whiskey,Fenty Beauty,https://agent.pivota.cc/products/sig_3d365470d8f77a96d97d10cd48c71216,17,0,0,17,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_216c14161113da3541537a712abe7f98,external_seed,Trace'd Out Longwear Waterproof Pencil Lip Liner — Apri'caught,Fenty Beauty,https://agent.pivota.cc/products/sig_216c14161113da3541537a712abe7f98,17,0,0,17,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_e11c0836c19659a03be5576f17dda8b2,external_seed,Trace'd Out Longwear Waterproof Pencil Lip Liner — Extra Thigh,Fenty Beauty,https://agent.pivota.cc/products/sig_e11c0836c19659a03be5576f17dda8b2,17,0,0,17,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_9f8e6cb779e18c6f1337c58971f48342,external_seed,Trace'd Out Longwear Waterproof Pencil Lip Liner — Rubbabandz,Fenty Beauty,https://agent.pivota.cc/products/sig_9f8e6cb779e18c6f1337c58971f48342,17,0,0,17,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_d001d96b261c140181b538c92572dd99,external_seed,Trace'd Out Longwear Waterproof Pencil Lip Liner — Satin Panty,Fenty Beauty,https://agent.pivota.cc/products/sig_d001d96b261c140181b538c92572dd99,17,0,0,17,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_98c43a708abddfae8b897524e60b83ed,external_seed,Trace'd Out Longwear Waterproof Pencil Lip Liner — Thugz Blush Too,Fenty Beauty,https://agent.pivota.cc/products/sig_98c43a708abddfae8b897524e60b83ed,17,0,0,17,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_6ef3e4ee6980d22761e83d7d76e81013,external_seed,Trace'd Out Longwear Waterproof Pencil Lip Liner — Bubble-tini,Fenty Beauty,https://agent.pivota.cc/products/sig_6ef3e4ee6980d22761e83d7d76e81013,16,0,0,16,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_166c162100320191eb17ced21461bfc3,external_seed,Fenty Icon Velvet Liquid Lipstick — H.B.I.C.,fenty beauty,https://agent.pivota.cc/products/sig_166c162100320191eb17ced21461bfc3,13,0,0,13,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_109f2734fb772f69c9f5b4222948b90d,external_seed,Fenty Icon Velvet Liquid Lipstick — Wicked Whine,Fenty Beauty,https://agent.pivota.cc/products/sig_109f2734fb772f69c9f5b4222948b90d,13,0,0,13,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_8f2cedbdd94efef817b1998ae5b51cbc,external_seed,Fenty Icon Velvet Liquid Lipstick — Fashion Fiend,Fenty Beauty,https://agent.pivota.cc/products/sig_8f2cedbdd94efef817b1998ae5b51cbc,13,0,0,13,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_bcac2d604a134dd01b17a4d2a84c3a05,external_seed,Fenty Icon Velvet Liquid Lipstick — Noodz & Dudez,Fenty Beauty,https://agent.pivota.cc/products/sig_bcac2d604a134dd01b17a4d2a84c3a05,13,0,0,13,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_83aa85cf2640b8954e03efa376502ce0,external_seed,Fenty Icon Velvet Liquid Lipstick — C-Suite'Heart,fenty beauty,https://agent.pivota.cc/products/sig_83aa85cf2640b8954e03efa376502ce0,12,0,0,12,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_98aa9644de95064ebe5b1f16db83b35b,external_seed,Fenty Treatz Hydrating + Strengthening Lip Oil — Cacao,Fenty Beauty,https://agent.pivota.cc/products/sig_98aa9644de95064ebe5b1f16db83b35b,8,0,1,7,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_3d6287236ed681a7b1fd2491a8d1e005,external_seed,Fenty Treatz Hydrating + Strengthening Lip Oil — Coconut,Fenty Beauty,https://agent.pivota.cc/products/sig_3d6287236ed681a7b1fd2491a8d1e005,8,0,1,7,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_c681c75182176d60af7fd90688c47af3,external_seed,Fenty Treatz Hydrating + Strengthening Lip Oil — Dragon Fruit,Fenty Beauty,https://agent.pivota.cc/products/sig_c681c75182176d60af7fd90688c47af3,8,0,1,7,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_61276baaf39b7d7b28834f074e933165,external_seed,Fenty Treatz Hydrating + Strengthening Lip Oil — Passion Fruit,Fenty Beauty,https://agent.pivota.cc/products/sig_61276baaf39b7d7b28834f074e933165,8,0,1,7,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_b823263cd62bd5832e23dc7096bcf805,external_seed,Gloss Bomb Oil Luminizing Lip Oil 'N Gloss — Razzberry Jamz,Fenty Beauty,https://agent.pivota.cc/products/sig_b823263cd62bd5832e23dc7096bcf805,8,0,0,8,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_ed3246f5ecc498786fff80d868190869,external_seed,Gloss Bomb Oil Luminizing Lip Oil 'N Gloss — Miss Jellyfish,Fenty Beauty,https://agent.pivota.cc/products/sig_ed3246f5ecc498786fff80d868190869,8,0,0,8,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_86bf151c53254b5bb07d66210928c0d9,external_seed,Gloss Bomb Oil Luminizing Lip Oil 'N Gloss — Rose Amber,Fenty Beauty,https://agent.pivota.cc/products/sig_86bf151c53254b5bb07d66210928c0d9,8,0,0,8,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_26c5048149a2eba933e223b4baf3dcb3,external_seed,Gloss Bomb Oil Luminizing Lip Oil 'N Gloss — Fu$$y,Fenty Beauty,https://agent.pivota.cc/products/sig_26c5048149a2eba933e223b4baf3dcb3,8,0,0,8,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_d3c8747305b95e9eca57161f10f7bc80,external_seed,Diamond Bomb All-Over Diamond Veil — How Many Carats?!,Fenty Beauty,https://agent.pivota.cc/products/sig_d3c8747305b95e9eca57161f10f7bc80,7,1,2,4,0.1429,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_4feaad9995abbd71cc0c0a0cbe5583d9,external_seed,Fenty Icon The Case Semi-Matte Refillable Lipstick — Metallic Nude,fenty beauty,https://agent.pivota.cc/products/sig_4feaad9995abbd71cc0c0a0cbe5583d9,6,0,0,6,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_470a352a41e96d599dca9ae8a7822ee0,external_seed,Fenty Icon The Case Semi-Matte Refillable Lipstick — Matte Black,fenty beauty,https://agent.pivota.cc/products/sig_470a352a41e96d599dca9ae8a7822ee0,6,0,0,6,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_1fec8ba419148890923faeb4985f2b6a,external_seed,Fenty Icon The Case Semi-Matte Refillable Lipstick — Red Edition,fenty beauty,https://agent.pivota.cc/products/sig_1fec8ba419148890923faeb4985f2b6a,6,0,0,6,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_053acec1d92c8eab7b6b19e5486d952b,external_seed,Body Lava Body Luminizer — Oyster Pearlz,Fenty Beauty,https://agent.pivota.cc/products/sig_053acec1d92c8eab7b6b19e5486d952b,6,0,0,6,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_d4f64f6bf4835828d598036660de1911,external_seed,Body Lava Body Luminizer — Hold My Trophy,Fenty Beauty,https://agent.pivota.cc/products/sig_d4f64f6bf4835828d598036660de1911,6,0,0,6,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_22e1e525531013b7ae856f135f7b82ad,external_seed,Body Lava Body Luminizer — How Many Carats?!,Fenty Beauty,https://agent.pivota.cc/products/sig_22e1e525531013b7ae856f135f7b82ad,6,0,0,6,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_9ac0570456275752a507deabd3148e3f,external_seed,Body Lava Body Luminizer — Penny Drop,Fenty Beauty,https://agent.pivota.cc/products/sig_9ac0570456275752a507deabd3148e3f,6,0,0,6,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_77071ebdb9e45b4731fdf3c6a90e11a5,external_seed,Body Lava Body Luminizer — Who Needs Clothes?!,Fenty Beauty,https://agent.pivota.cc/products/sig_77071ebdb9e45b4731fdf3c6a90e11a5,6,0,0,6,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_6c57341d9326ebb03706a94b1342305e,external_seed,Diamond Bomb All-Over Diamond Veil — Lavender Luv'r,Fenty Beauty,https://agent.pivota.cc/products/sig_6c57341d9326ebb03706a94b1342305e,6,1,1,4,0.1667,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_b97c93d91296d707d80360573bb7ec0b,external_seed,Diamond Bomb All-Over Diamond Veil — Pink Ice,Fenty Beauty,https://agent.pivota.cc/products/sig_b97c93d91296d707d80360573bb7ec0b,6,1,1,4,0.1667,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_5c02ffa1bb0e9f13feffbd1dc4962849,external_seed,Diamond Bomb All-Over Diamond Veil — Rosé Rave,Fenty Beauty,https://agent.pivota.cc/products/sig_5c02ffa1bb0e9f13feffbd1dc4962849,6,1,2,3,0.1667,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_4c17d0693b5b56e750e6bfd0b2f9f605,external_seed,Diamond Bomb All-Over Diamond Veil — Trophy Wife,Fenty Beauty,https://agent.pivota.cc/products/sig_4c17d0693b5b56e750e6bfd0b2f9f605,6,1,1,4,0.1667,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_d046e30ce385a2cd20aa7e9ac317d9e6,external_seed,Banana Bright+ Vitamin CC Stick,Olehenriksen,https://agent.pivota.cc/products/sig_d046e30ce385a2cd20aa7e9ac317d9e6,4,0,0,4,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_dcf8fb9739bac2752e9b0fc1766a7157,external_seed,Stunna Lip Paint Longwear Fluid Lip Color — Unlocked,fenty beauty,https://agent.pivota.cc/products/sig_dcf8fb9739bac2752e9b0fc1766a7157,1,0,0,1,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_1919422264e116dc7aaf9c8feba79d92,external_seed,Stunna Lip Paint Longwear Fluid Lip Color — Uninterested,Fenty Beauty,https://agent.pivota.cc/products/sig_1919422264e116dc7aaf9c8feba79d92,1,0,0,1,0,P0,Backfill source-backed swatch_image_url or shade_hex; keep product/packaging image blocked from swatch UI.
sig_d84242021b2fcb49341edccb7bf38818,external_seed,Russian Red Matte Lipstick,MAC,https://agent.pivota.cc/products/sig_d84242021b2fcb49341edccb7bf38818,49,0,49,0,0,P1,Backfill source-backed swatch_image_url or shade_hex; text chip fallback is safe until then.
sig_12fc7ca56f2a137eacf9e8ff64628d3a,external_seed,Russian Red Matte Lipstick,MAC,https://agent.pivota.cc/products/sig_12fc7ca56f2a137eacf9e8ff64628d3a,49,0,49,0,0,P1,Backfill source-backed swatch_image_url or shade_hex; text chip fallback is safe until then.
sig_34aa6f442f74f25a9feb0a6a1e468fa4,external_seed,H2O SkinTint,PIXI BEAUTY,https://agent.pivota.cc/products/sig_34aa6f442f74f25a9feb0a6a1e468fa4,18,17,1,0,0.9444,P1,Backfill source-backed swatch_image_url or shade_hex; text chip fallback is safe until then.
sig_0bb06c0b588b111f2bd72170a408caf5,external_seed,Lip Liner,kylie cosmetics,https://agent.pivota.cc/products/sig_0bb06c0b588b111f2bd72170a408caf5,9,0,9,0,0,P1,Backfill source-backed swatch_image_url or shade_hex; text chip fallback is safe until then.
sig_173164a0561cf2dbf73844c7305d586a,external_seed,Slip Shine Sheer Shiny Lipstick — Cookies & Cocoa,fenty beauty,https://agent.pivota.cc/products/sig_173164a0561cf2dbf73844c7305d586a,8,7,1,0,0.875,P1,Backfill source-backed swatch_image_url or shade_hex; text chip fallback is safe until then.
sig_795237ee61d736fbe864706ddb4e5626,external_seed,Slip Shine Sheer Shiny Lipstick — Retro Rose,fenty beauty,https://agent.pivota.cc/products/sig_795237ee61d736fbe864706ddb4e5626,8,7,1,0,0.875,P1,Backfill source-backed swatch_image_url or shade_hex; text chip fallback is safe until then.
sig_3ca35b809be08d4ec88275b28a8d2d78,external_seed,Slip Shine Sheer Shiny Lipstick — Glazed,fenty beauty,https://agent.pivota.cc/products/sig_3ca35b809be08d4ec88275b28a8d2d78,8,7,1,0,0.875,P1,Backfill source-backed swatch_image_url or shade_hex; text chip fallback is safe until then.
sig_fb21a0b6e0b1a37f3ed3d28352751813,external_seed,Plumping Lip Liner,kylie cosmetics,https://agent.pivota.cc/products/sig_fb21a0b6e0b1a37f3ed3d28352751813,6,0,6,0,0,P1,Backfill source-backed swatch_image_url or shade_hex; text chip fallback is safe until then.
sig_a362d643508951a8ca48ee5bdfb77ed5,external_seed,Vanilla Sex Lip Color Matte,Tom Ford Beauty,https://agent.pivota.cc/products/sig_a362d643508951a8ca48ee5bdfb77ed5,2,0,2,0,0,P1,Backfill source-backed swatch_image_url or shade_hex; text chip fallback is safe until then.
sig_6ba328eda70e8a163a1b10ed6f71c9a1,external_seed,Stunna Lip Paint Longwear Fluid Lip Color — Unbutton,Fenty Beauty,https://agent.pivota.cc/products/sig_6ba328eda70e8a163a1b10ed6f71c9a1,1,0,1,0,0,P1,Backfill source-backed swatch_image_url or shade_hex; text chip fallback is safe until then.
sig_108b1a257212b01318c716ea189e6b94,external_seed,Gloss Bomb Cream Color Drip Lip Cream — Fruit Snackz,Fenty Beauty,https://agent.pivota.cc/products/sig_108b1a257212b01318c716ea189e6b94,1,0,1,0,0,P1,Backfill source-backed swatch_image_url or shade_hex; text chip fallback is safe until then.
