priority,external_product_id,title,canonical_url,quality_flags,current_lane,identity_status,identity_review_required,index_serving_eligible,decision,mapping_type,target_parent_external_product_id,target_parent_title,target_parent_lane,target_parent_flags,target_parent_index_serving_eligible,component_role,confidence,source_policy,serving_action,next_safe_step,reviewer_notes
P2,ext_dfc8cb7a965b06dd2aec3949,Add Lip Balm?,https://www.missnella.com/products/add-lip-balm,missing_full_inci|missing_how_to,hold_source_gap,review_required,true,false,candidate_component_ref_ready,add_on_selector_to_ready_parent,ext_cf0f60c66afa3fb09944df4d,Lip Balm,ready_or_covered,,true,lip_balm_option,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_02231ffa7b089b4f9ba83a1f,Add Lip Gloss?,https://www.missnella.com/products/add-lip-gloss-copy,missing_full_inci|missing_how_to,hold_source_gap,review_required,true,false,blocked_parent_not_ready,blocked_parent_not_ready,ext_bfb2b550c10ad8a0a053ed31,Lip Gloss,hold_risk_review,regulated_claim_review|missing_full_inci|missing_how_to,false,lip_gloss_option,medium,blocked until target parent clears source/risk/evidence review,do_not_promote_from_wave52,resolve target parent source/risk review before adding mapping or serving child row,"A likely parent exists, but it is not ready enough to be used as an authoritative parent for serving or content inheritance."
P2,ext_2b1c7ff14265ce72c4284a87,Add on Perfume,https://www.missnella.com/products/perfume,missing_full_inci|missing_how_to,hold_source_gap,review_required,true,false,blocked_ambiguous_family_parent,family_selector_without_single_parent,,,,,false,Perfume add-on family,medium,requires official source or reviewed canonical parent creation before any metadata apply,do_not_promote_from_wave52,split the family selector into explicit variant parents or hold as an add-on UI artifact,"The row represents a selector/family, not one concrete formula; mapping to a single product would be unsafe."
P2,ext_7394df14e8953abbbc735a3e,Add Strawberry'n'Cream - Red,https://www.missnella.com/products/strawberryncream-red,missing_full_inci|missing_how_to,hold_source_gap,review_required,true,false,blocked_missing_ready_parent,shade_or_pack_without_ready_parent,,,,,false,Strawberry'n'Cream nail polish shade,medium,requires official source or reviewed canonical parent creation before any metadata apply,do_not_promote_from_wave52,request official source evidence and/or create a reviewed single-shade parent before attaching pack/add-on rows,No ready 4 ml/generic parent row exists in the current rollup for this shade or pack; keep held.
P2,ext_e4a8b943e473eef365341f36,Add Sugar Hugs - Deep Pink,https://www.missnella.com/products/sugar-hugs-deep-pink,missing_full_inci|missing_how_to,hold_source_gap,review_required,true,false,blocked_missing_ready_parent,shade_or_pack_without_ready_parent,,,,,false,Sugar Hugs nail polish shade,medium,requires official source or reviewed canonical parent creation before any metadata apply,do_not_promote_from_wave52,request official source evidence and/or create a reviewed single-shade parent before attaching pack/add-on rows,No ready 4 ml/generic parent row exists in the current rollup for this shade or pack; keep held.
P2,ext_3061ddf912667b725b4e0be0,Add Surprise Party - Black,https://www.missnella.com/products/class-clown-red-copy,missing_full_inci|missing_how_to,hold_source_gap,review_required,true,false,blocked_missing_ready_parent,shade_or_pack_without_ready_parent,,,,,false,Surprise Party nail polish shade,medium,requires official source or reviewed canonical parent creation before any metadata apply,do_not_promote_from_wave52,request official source evidence and/or create a reviewed single-shade parent before attaching pack/add-on rows,No ready 4 ml/generic parent row exists in the current rollup for this shade or pack; keep held.
P2,ext_20c5bace62df3979a457e400,MN04 Little Poppet: Purple Peel Off Nail Polish,https://www.missnella.com/products/mn04-little-poppet-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,blocked_missing_ready_parent,shade_or_pack_without_ready_parent,,,,,false,Little Poppet nail polish shade,medium,requires official source or reviewed canonical parent creation before any metadata apply,do_not_promote_from_wave52,request official source evidence and/or create a reviewed single-shade parent before attaching pack/add-on rows,No ready 4 ml/generic parent row exists in the current rollup for this shade or pack; keep held.
P2,ext_e49b7fd12614986b2704234d,MN05 Cheeky Bunny: Light Pink Peel Off Nail Polish,https://www.missnella.com/products/mn05-cheeky-bunny-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,blocked_missing_ready_parent,shade_or_pack_without_ready_parent,,,,,false,Cheeky Bunny nail polish shade,medium,requires official source or reviewed canonical parent creation before any metadata apply,do_not_promote_from_wave52,request official source evidence and/or create a reviewed single-shade parent before attaching pack/add-on rows,No ready 4 ml/generic parent row exists in the current rollup for this shade or pack; keep held.
P2,ext_005253c847ab00c7b62073c3,MN06 Butterfly Wings: Glittery Lilac Peel Off Nail Polish,https://www.missnella.com/products/mn06-butterfly-wings-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,blocked_missing_ready_parent,shade_or_pack_without_ready_parent,,,,,false,Butterfly Wings nail polish shade,medium,requires official source or reviewed canonical parent creation before any metadata apply,do_not_promote_from_wave52,request official source evidence and/or create a reviewed single-shade parent before attaching pack/add-on rows,No ready 4 ml/generic parent row exists in the current rollup for this shade or pack; keep held.
P2,ext_c8d0cd315ef174ac864811bf,MN11 Sweet Lavender: Deep Violet Peel Off Nail Polish,https://www.missnella.com/products/mn11-sweet-lavender-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,blocked_missing_ready_parent,shade_or_pack_without_ready_parent,,,,,false,Sweet Lavender nail polish shade,medium,requires official source or reviewed canonical parent creation before any metadata apply,do_not_promote_from_wave52,request official source evidence and/or create a reviewed single-shade parent before attaching pack/add-on rows,No ready 4 ml/generic parent row exists in the current rollup for this shade or pack; keep held.
P2,ext_443317ae78fcdee9271e4efa,MN13 Sun Kissed: Yellow Peel Off Nail Polish,https://www.missnella.com/products/mn13-sun-kissed-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,blocked_missing_ready_parent,shade_or_pack_without_ready_parent,,,,,false,Sun Kissed nail polish shade,medium,requires official source or reviewed canonical parent creation before any metadata apply,do_not_promote_from_wave52,request official source evidence and/or create a reviewed single-shade parent before attaching pack/add-on rows,No ready 4 ml/generic parent row exists in the current rollup for this shade or pack; keep held.
P2,ext_45eb20f9189ad6fc2ca06c2a,MN32 Blueberry Smoothie: Pastel Purple Peel Off Nail Polish,https://www.missnella.com/products/mn32-blueberry-smoothie-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,blocked_missing_ready_parent,shade_or_pack_without_ready_parent,,,,,false,Blueberry Smoothie nail polish shade,medium,requires official source or reviewed canonical parent creation before any metadata apply,do_not_promote_from_wave52,request official source evidence and/or create a reviewed single-shade parent before attaching pack/add-on rows,No ready 4 ml/generic parent row exists in the current rollup for this shade or pack; keep held.
P2,ext_f8e4e3a5be9203ee6665e382,MN35 Banana Split: Light Yellow Peel Off Nail Polish,https://www.missnella.com/products/mn35-banana-split-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,blocked_missing_ready_parent,shade_or_pack_without_ready_parent,,,,,false,Banana Split nail polish shade,medium,requires official source or reviewed canonical parent creation before any metadata apply,do_not_promote_from_wave52,request official source evidence and/or create a reviewed single-shade parent before attaching pack/add-on rows,No ready 4 ml/generic parent row exists in the current rollup for this shade or pack; keep held.
P2,ext_6306a6d00b6e082ccc40932e,MN36 Cosmic Cutie: Chrome Bronze Peel Off Nail Polish,https://www.missnella.com/products/mn36-cosmic-cutie-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_4126c4bf9bd13a864334128d,Cosmic Cutie: Chrome Bronze Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_9bd51781d637e8161b67f6ff,MN37 You're So Spacial: Chrome Blue Peel Off Nail Polish,https://www.missnella.com/products/mn37-youre-so-spacial-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_45317ff964aa286c595a250d,You're So Spacial: Chrome Blue Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_e1a12de43227d2f2a9d8bdc8,MN38 Galactic Unicorn: Chrome Purple Peel Off Nail Polish,https://www.missnella.com/products/mn38-galactic-unicorn-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_3efab0751a9f85bbdcb72388,Galactic Unicorn: Chrome Purple Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_ac6c674eda87668b7782a43c,MN39 Alien Poo: Chrome Green Peel Off Nail Polish,https://www.missnella.com/products/mn39-alien-poo-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_5b4820a93b2ff42fde402c6e,Alien Poo: Chrome Green Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_56dab6df882d473ca41f58f3,MN40 Shooting Star: Sliver Peel Off Nail Polish,https://www.missnella.com/products/mn40-shooting-star-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_84caa40e0fafcee350045f96,Shooting Star: Sliver Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_df81c48df0493157cedccf76,MN41 Sweet-Osaurus: Metallic Bronze Peel Off Nail Polish,https://www.missnella.com/products/mn41-sweet-osaurus-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_623cf12819008c78502d9e6a,Sweet-Osaurus: Metallic Bronze Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_e292dbb537aafa997d87d528,MN42 Diplodo-Kiss: Metallic Pink Peel Off Nail Polish,https://www.missnella.com/products/mn42-diplodo-kiss-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_234ad22c62387afe966d0832,Diplodo-Kiss: Metallic Pink Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_c48e56047d039a4945c0a1c8,MN43 Rawr-Some: Metallic Blue Peel Off Nail Polish,https://www.missnella.com/products/mn43-rawr-some-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_026bb78a257f8ca3690ee787,Rawr-Some: Metallic Blue Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_6b9bfd5acdfc4004795eb033,MN44 Dino-Rific: Metallic Green Peel Off Nail Polish,https://www.missnella.com/products/mn44-dino-rific-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_a9609ad67d8dec79dd0596a1,Dino-Rific: Metallic Green Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_b0f1ea21db064e10fd3c19ca,MN45 Itsy Glitzy Hippo: Sparkly Pink Peel Off Nail Polish,https://www.missnella.com/products/mn45-itsy-glitzy-hippo-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_0bc6e4f7a15288822029334f,Itsy Glitzy Hippo: Sparkly Pink Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_9e45e1bfc7097a1b8e678f33,MN46 Elephunky: Sparkly Blue Peel Off Nail Polish,https://www.missnella.com/products/mn46-elephunky-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_ff5b7bfbff65eed0ceb7e3df,Elephunky: Sparkly Blue Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_80021c42248dccc2725a0f2e,MN47 Sparkly Zebra: Sparkly Lilac Peel Off Nail Polish,https://www.missnella.com/products/mn47-sparkly-zebra-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_b36f6a65ae2c8f16e03809ab,Sparkly Zebra: Sparkly Lilac Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_ac4d26e9d3b9ed5adcd695bc,MN48 Croco Dazzle: Sparkly Red Peel Off Nail Polish,https://www.missnella.com/products/mn48-croco-dazzle-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_8c9db1e831c4be15a42fc407,Croco Dazzle: Sparkly Red Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_6160f76488ee112f32e585ad,MN49 Happily Ever After: Pink Fine Glitter Peel Off Nail Polish,https://www.missnella.com/products/mn49-happily-ever-after-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_83b5f562450f09c98c4dccb8,Happily Ever After: Pink Fine Glitter Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_e804b5b2c3fe9b68fc346fbe,MN51 If The Shoe Fits: Gold Fine Glitter Peel Off Nail Polish,https://www.missnella.com/products/mn51-if-the-shoe-fits-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_428194a391e38b8c6c5c5a1b,If The Shoe Fits: Gold Fine Glitter Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_ea41a1679acc205877e56908,MN52 Once Upon A Time: Light Blue Fine Glitter Peel Off Nail Polish,https://www.missnella.com/products/mn52-once-upon-a-time-3-pack,missing_full_inci|missing_how_to,hold_source_gap,approved,false,false,candidate_component_ref_ready,same_shade_pack_to_ready_parent,ext_c6ea506cdaf48368131bfd6e,Once Upon A Time: Light Blue Fine Glitter Peel Off Nail Polish,ready_or_covered,,true,same_shade_pack_component,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_a81192861b0548c169fdc18a,WH | ‘Cool Like Me’ Roll On Perfume,https://www.missnella.com/products/copy-of-cool-like-me-roll-on-oil-perfume,missing_full_inci|missing_how_to,hold_source_gap,review_required,true,false,blocked_parent_not_ready,blocked_parent_not_ready,ext_cfbb0ca2b9d0c7b411793b0b,‘Cool Like Me’ Roll On Perfume,hold_source_gap,content_evidence_hold,false,cool_like_me_perfume_pack,medium,blocked until target parent clears source/risk/evidence review,do_not_promote_from_wave52,resolve target parent source/risk review before adding mapping or serving child row,"A likely parent exists, but it is not ready enough to be used as an authoritative parent for serving or content inheritance."
P2,ext_36da2fe580334c9f860e6ccd,WH | ‘Sweet Like Me’ Roll On Perfume,https://www.missnella.com/products/sweet-like-me-roll-on-oil-perfume-pack-of-2,missing_full_inci|missing_how_to,hold_source_gap,review_required,true,false,blocked_parent_not_ready,blocked_parent_not_ready,ext_6f491538dbf9a790b66cf269,‘Sweet Like Me’ Roll On Perfume,hold_source_gap,content_evidence_hold,false,sweet_like_me_perfume_pack,medium,blocked until target parent clears source/risk/evidence review,do_not_promote_from_wave52,resolve target parent source/risk review before adding mapping or serving child row,"A likely parent exists, but it is not ready enough to be used as an authoritative parent for serving or content inheritance."
P2,ext_e9aed78a3e3565faa4f79274,WH | Cutie In Bloom Nail Stickers,https://www.missnella.com/products/wh-pretty-pop-nail-stickers-copy,missing_full_inci|missing_how_to,hold_source_gap,review_required,true,false,candidate_component_ref_ready,wholesale_accessory_pack_to_ready_parent,ext_b575a7ed71f0a4602a68c461,Nail Stickers,ready_or_covered,,true,nail_sticker_pack,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_a4e0feeb2b9b60faf69a3744,WH | Cutie Pie Lip Balm,https://www.missnella.com/products/xl-lip-balm-cutie-pie-pack-of-3,missing_full_inci|missing_how_to,hold_source_gap,review_required,true,false,candidate_component_ref_ready,wholesale_pack_to_ready_parent,ext_cf0f60c66afa3fb09944df4d,Lip Balm,ready_or_covered,,true,lip_balm_pack,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
P2,ext_088385a34673307ec7d90d23,WH | Golden Sands Eye Shadow,https://www.missnella.com/products/eye-shadow-golden-sands-pack-of-5,missing_full_inci|missing_how_to,hold_source_gap,review_required,true,false,candidate_component_ref_ready,wholesale_pack_to_ready_parent,ext_e9e3fba6b05911bba1bfe71e,Eye Shadow,ready_or_covered,,true,eye_shadow_pack,high,identity/component mapping only; do not inherit content fields without a separate reviewed inheritance pass,do_not_promote_from_wave52,prepare component-ref dry-run against production rows; keep child row non-serving unless separate review approves surfacing as a pack/offer,"Clear parent candidate exists in the same brand rollup and is already ready_or_covered. This supports metadata attachment, not standalone promotion."
